"Cart Item Attribute","Attribut de l'élément de panier"
"Product Attribute","Attribut du produit"
"FOUND","A TROUVÉ"
"NOT FOUND","PAS TROUVÉ"
"If an item is %1 in the cart with %2 of these conditions true:","Si un article est %1 dans le panier avec %2 de ces conditions vrai:"
"total quantity","quantité totale"
"total amount","montant total"
"is","est"
"is not","n'est pas"
"equals or greater than","est égal ou supérieur à"
"equals or less than","est égal ou inférieur à"
"greater than","plus grand que"
"less than","moins que"
"is one of","fait partie de"
"is not one of","n'est pas l'un des"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","Si %1 %2 %3 pour une sous-sélection d'articles dans le panier correspondant à %4 des conditions suivantes:"
"Product attribute combination","Combinaison d'attributs de produit"
"Products subselection","Sous-sélection de produits"
"Conditions combination","Combinaison de conditions"
"Cart Attribute","Attribut du panier"
"Replace native related product block","Remplacer le bloc de produit natif lié"
"Before native related products","Avant les produits connexes natifs"
"After native related products","Après les produits connexes indigènes"
"Replace upsell product block","Remplacer le bloc de produit upsell"
"Before upsell products","Avant les produits upsell"
"After upsell products","Après les produits upsell"
"Above Content","Au-dessus du contenu"
"Below Content","Sous le contenu"
"Custom","Douane"
"Product Page","Page produit"
"Category Page","Page de catégorie"
"Shopping Cart Page","Page du panier"
"Category","Catégorie"
"PREVIEW PRODUCTS","PREVIEW PRODUITS"
"Statistic","Statistique"
"Total","Total"
"Child","Enfant"
"Add to Cart","Ajouter au panier"
"In stock","En stock"
"Out of stock","En rupture de stock"
"HIDE PRODUCTS","CACHER LES PRODUITS"
"Mageplaza AutoRelated","Mageplaza AutoRelated"
"Automatic Related Products","Produits connexes automatiques"
"General Configuration","Configuration générale"
"Enable Automatic Related Products","Activer les produits associés automatiques"
"Select Yes to enable this module.","Sélectionnez Oui pour activer ce module."
"Start","Début"
"End","Fin"
