"We can't delete this rule right now. Please review the log and try again.","Emme voi poistaa tätä sääntöä juuri nyt. Tarkista loki ja yritä uudelleen."
"We can't find a rule to delete.","Emme löydä poistettavaa sääntöä."
"Something went wrong.","Jotain meni pieleen."
"This rule no longer exists.","Tämä sääntö ei ole enää olemassa."
"Can not Add A/B Testing.","A / B-testausta ei voi lisätä."
"Edit Rule","Muokkaa sääntöä"
"New Related Block Rule","Uusi vastaava lohkosääntö"
"Related Block Rules","Aiheeseen liittyviä sääntöjä"
"The wrong rule is specified.","Väärä sääntö on määritelty."
"You saved the rule.","Tallentit säännöt."
"Something went wrong while saving the rule data. Please review the error log.","Jotain meni vikaan tallennettaessa sääntötietoja. Tarkista virheloki."
"Add to cart button","Lisää ostoskoriin -painiketta"
"Add to Wishlist","Lisää toivelistaan"
"Add to Compare","Lisää Vertailuun"
"Review information","Tarkastele tietoja"
"Bestsellers","Myydyimmät"
"Lowest Price","Alin hinta"
"Highest Price","Korkein hinta"
"Newest","Uusin"
"Random","satunnainen"
"Subtotal","Välisumma"
"Total Items Quantity","Kokonaismäärän määrä"
"Total Weight","Kokonaispaino"
"Quantity in cart","Määrä ostoskoriin"
"Price in cart","Hinta ostoskoriin"
"Row total in cart","Rivin koko ostoskoriin"
"Conditions Combination","Ehdot Yhdistelmä"
"Cart Item Attribute","Ostoskori Kohta Ominaisuus"
"Product Attribute","Tuotteen ominaisuus"
"FOUND","FOUND"
"NOT FOUND","EI LÖYDETTY"
"If an item is %1 in the cart with %2 of these conditions true:","Jos kohde on %1 ostoskärryssä, jossa on %2 näistä ehdoista, totta:"
"total quantity","kokonaismäärä"
"total amount","kokonaismäärä"
"is","on"
"is not","ei ole"
"equals or greater than","yhtä suuri tai suurempi kuin"
"equals or less than","on yhtä suuri tai pienempi kuin"
"greater than","suurempi kuin"
"less than","vähemmän kuin"
"is one of","on yksi"
"is not one of","ei ole yksi"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","Jos %1 %2 %3 koskien sovitettavien kohteiden %4 kohdistamista näistä ehdoista:"
"Product attribute combination","Tuotemääritteen yhdistelmä"
"Products subselection","Tuotteiden valinta"
"Conditions combination","Olosuhteiden yhdistelmä"
"Cart Attribute","Ostoskori ominaisuus"
"Replace native related product block","Korvaa kotimainen tuote-lohko"
"Before native related products","Ennen syntyperäisiä tuotteita"
"After native related products","Alkuperäisten alkuperäisten tuotteiden jälkeen"
"Replace upsell product block","Korvaa upsell-tuoteperhe"
"Before upsell products","Ennen upsell-tuotteita"
"After upsell products","Kun olet upsell tuotteita"
"Above Content","Yllä sisältöä"
"Below Content","Alla sisältö"
"Custom","asiakassuhde"
"Product Page","Tuotesivu"
"Category Page","Luokka-sivu"
"Shopping Cart Page","Ostoskori Sivu"
"Category","Kategoria"
"PREVIEW PRODUCTS","ESITE TUOTTEET"
"Statistic","tilastollinen"
"Total","Kaikki yhteensä"
"Child","Lapsi"
"Add to Cart","Lisää koriin>"
"In stock","Varastossa"
"Out of stock","Loppu varastosta"
"HIDE PRODUCTS","HUOMAA TUOTTEITA"
"Mageplaza AutoRelated","Mageplaza AutoRelated"
"Automatic Related Products","Automaattiset tuotteet"
"General Configuration","Yleinen määritys"
"Enable Automatic Related Products","Ota käyttöön automaattiset tuotteet"
"Select Yes to enable this module.","Ota tämä moduuli käyttöön valitsemalla Kyllä."
"Start","alkaa"
"End","pää"
